listing_id,title,price,area,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Oppervlakten_Totale oppervlakte,Oppervlakten_Type land,Oppervlakten_Veldkavels,Oppervlakten_Grondsoort,kadastrale_code,eigendomssituatie,Oppervlakten_Grond lengte,Oppervlakten_Grond breedte,Oppervlakten_Huiskavels,Bouw_Mogelijke functie(s)
,Henegouwerweg 21,Prijs op aanvraag,,2741 KS Waddinxveen,https://www.fundainbusiness.nl/agrarische-grond/waddinxveen/object-89014279-henegouwerweg-21/?navigateSource=resultlist,2025-06-04 16:41:20,"Perceel cultuurgrond gelegen  in  het bestemmingsplan  Landelijk Veen  gemeente Waddinxveen.  Bestemming;  Enkelbestemming  agrarisch met waarden - natuur en landschapswaarden Dubbelbestemming;  Waarde - Archeologie  4   Bijzonderheden Het  perceel is gelegen  de Gouwe Polder  Dit deel van het plangebied is een voorbeeld van een klassieke Hollandse ontginning, waarbij het veen door de aanleg van sloten en dijken werd ontwaterd ten nutte van de landbouw.  Om een goede afwatering te garanderen we …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,Veen,WADDINXVEEN G 2713,8 ha 15 a 68 ca (geheel perceel),8100 meter,10 meter,,
,Meulunterseweg,Prijs op aanvraag,,6741 HL Lunteren,https://www.fundainbusiness.nl/agrarische-grond/lunteren/object-42371299-meulunterseweg/?navigateSource=resultlist,2025-06-04 16:41:24,"LET OP: DE  BROCHURE  IS TE  DOWNLOADEN VIA  FUNDA EN ONZE SITE    Meulunterseweg bij nummer 19 - Lunteren  Bieden  op de agrarische  cultuurgrond  en de voormalige  agrarische opstallen met  ondergrond en erf, groot circa 5.89.00 ha (variant I) Bieden op de agrarische cultuurgrond met toegangspad, groot circa 4.56.50 ha (variant II) Bieden op de voormalige agrarische opstallen met circa 1.32.50 ha ondergrond en erf (variant III)  • Een uniek object bestaande uit agrarische cultuurgrond en voor …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,,LUNTEREN I 1978,4 ha 56 a 50 ca (deelperceel),,,,
,Grote Vliet,Prijs op aanvraag,,5507 PZ Veldhoven,https://www.fundainbusiness.nl/agrarische-grond/veldhoven/object-89364893-grote-vliet/?navigateSource=resultlist,2025-06-04 16:41:28,"TE KOOP BIJ  INSCHRIJVING:  Perceel landbouwgrond,  ter grootte  van 01.82.75 ha. Inschrijven  is  mogelijk t/m dinsdag 15 juli 2025 tot 12.00  uur  Omschrijving  Perceel  landbouwgrond, ter grootte  van 01.82.75 hectare,  gelegen te Veldhoven (Oerle), Grote Vliet.   KADASTRALE GEGEVENS: Gemeente VELDHOVEN, sectie L, nummer 207, ter grootte van 01.82.75 ha  (Bron: Dienst voor het kadaster en de Openbare Registers).  OMSCHRIJVING:  Het is zandgrond met een humushoudende deklaag van ca. 25-30 cm. …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,,Losse grond,,Bouwland,,Zand,VELDHOVEN L 207,1 ha 82 a 75 ca (geheel perceel),,,,
,Wieler 27,€ 253.960 k.k.,,6071 PD Swalmen,https://www.fundainbusiness.nl/agrarische-grond/swalmen/object-89312001-wieler-27/?navigateSource=resultlist,2025-06-04 16:41:32,landbouwgrond te koop in Swalmen;  Betreft perceel  grond van 2.5396 hectare aan Vissersweg/Wieler te Swalmen. gemeente Roermond goede kwaliteit landbouwgrond.,€ 253.960 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,Klei,ROERMOND-ROERMOND I 23,0 ha 41 a 96 ca (geheel perceel)-2 ha 12 a 0 ca (geheel perceel),,,,
,Liesstraat,Prijs op aanvraag,,4838 GT Breda,https://www.fundainbusiness.nl/agrarische-grond/breda/object-89291787-liesstraat/?navigateSource=resultlist,2025-06-04 16:41:35,"Het perceel is  gelegen  aan de  Liesstraat te  Breda en heeft een  totale  grootte van circa 02.96.58  hectare.  Het  perceel is voortdurend gebruikt voor  de boomkwekerij,  met  een  specifieke  focus op  kerstbomen.   Kadastrale gegevens  Het geheel is als volgt kadastraal bekend:  Kadastrale gemeente    	Sectie	   Nummer	   Groot	Eenheid	 Plaatselijk bekend Princenhage                    	N	            4192  	       5.330	m²	          Gelegen nabij Liesstraat 85 Breda Princenhage	           …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,Zand,PRINCENHAGE N 2666-PRINCENHAGE N 4192-PRINCENHAGE N 3516,0 ha 96 a 68 ca (geheel perceel)-0 ha 53 a 30 ca (geheel perceel)-1 ha 46 a 60 ca (geheel perceel),,,,
,Haanse Hoef,Prijs op aanvraag,,5105 NB Dongen,https://www.fundainbusiness.nl/agrarische-grond/dongen/object-89185031-haanse-hoef/?navigateSource=resultlist,2025-06-04 16:41:40,[Leeg],Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,Zand,DONGEN H 2615,0 ha 24 a 99 ca (geheel perceel),85 meter,30 meter,,
,Maasdamseweg,€ 291.960 k.k.,,3295 LC 's-Gravendeel,https://www.fundainbusiness.nl/agrarische-grond/s-gravendeel/object-89184528-maasdamseweg/?navigateSource=resultlist,2025-06-04 16:41:43,"Een perceel landbouwgrond  ter  grootte van  circa 01.45.98  ha, staande en gelegen  aan  de Maasdamseweg te 's-Gravendeel.    OMSCHRIJVING  ’s-Gravendeel is in 1593 gesticht  in de  oosthoek  van  de  toen bedijkte  Polder  Nieuw Bonaventura.  Het perceel is gelegen in het buitengebied van ’s-Gravendeel, ten westen van de dorpskern.  De nieuwbouwwijk ’s-Gravendeel West grenst nagenoeg direct aan het aangeboden perceel.  In deze nieuwbouwwijk worden in twee fases 279 grondgebonden woningen gere …",€ 291.960 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,1 ha 45 a 98 ca,Bouwland,1 ha 45 a 98 ca,Zavel,'S-GRAVENDEEL B 4074,1 ha 45 a 98 ca (geheel perceel),,,,
,Kromme Elleboog,€ 549.900 k.k.,,3299 LS Maasdam,https://www.fundainbusiness.nl/agrarische-grond/maasdam/object-89172108-kromme-elleboog/?navigateSource=resultlist,2025-06-04 16:41:47,"Perceel landbouwgrond aan  de  Hoeksedijk/Kromme Elleboog  in Maasdam,  groot 04.58.25 ha.   OMSCHRIJVING  De percelen zijn gelegen in het buitengebied van  Maasdam, in de  Polder  Het Nieuweland, tussen  de dorpen Maasdam  en Puttershoek.  GEBRUIK Het huidige gebruik van het perceel is akkerbouwland.  HERINRICHTINGSRENTE/WATERSCHAPSLASTEN Het aangeboden perceel is niet belast met herinrichtingsrente.   De jaarlijkse waterschapslasten in 2024 bedragen € 99,00 per ha.   ZAKELIJKE RECHTEN Het per …",€ 549.900 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,4 ha 58 a 25 ca,Bouwland,4 ha 58 a 25 ca,Klei en zavel,MAASDAM G 863,4 ha 58 a 25 ca (geheel perceel),,,,
,Grensweg,€ 105.000 k.k.,,5853 EN Siebengewald,https://www.fundainbusiness.nl/agrarische-grond/siebengewald/object-89035339-grensweg/?navigateSource=resultlist,2025-06-04 16:41:51,"Een perceel cultuurgrond,  groot  1.44.70 hectare  aan de  Grensweg te Siebengewald.   Kadastrale  gegevens:  Gemeente Bergen, sectie R, nummer 874,  groot 1.44.70 ha.   Ruilverkavelingsrente  is niet van  toepassing. Bron: Kadaster   Bestemmingsplan  Het perceel is gelegen in het omgevingsplan ""Buitengebied 2018, 1e herziening"" van de gemeente Bergen (L) en heeft de bestemming agrarisch. Bron: omgevingsloket.nl  Algemeen  Het perceel betreft akkerbouwgrond ter grootte van 1.44.70 ha. Gelegen a …",€ 105.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,Zavel,BERGEN R,1 ha 44 a 70 ca (geheel perceel),,,,
,Kortland 2-Nab,€ 550.000 k.k.,,3961 NR Wijk bij Duurstede,https://www.fundainbusiness.nl/agrarische-grond/wijk-bij-duurstede/object-88685590-kortland-2-nab/?navigateSource=resultlist,2025-06-04 16:41:55,"Te koop aangeboden  nabij  het industrieterrein  van Wijk  bij Duurstede gelegen, 7505m²  agrarische  grond. Het perceel is gelegen tussen het industrieterrein  de te realiseren  woonwijk  De Geer 3.  De bestemming is  enkelbestemming agrarisch.  De foto met de perceelaanduiding is ter illustratie en kunnen geen rechten aan ontleent worden.  Is uw interesse gewekt? schroomt u dan niet ons te bellen.",€ 550.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,Klei,WIJK BIJ DUURSTEDE F 723,0 ha 75 a 5 ca (geheel perceel),,,,
,Wilmalaan,€ 275.000 k.k.,,7364 AM Lieren,https://www.fundainbusiness.nl/agrarische-grond/lieren/object-42993434-wilmalaan/?navigateSource=resultlist,2025-06-04 16:42:00,"Aan de rand  van  het bos,  de veluwe,  liggen deze 2 percelen  met  de huidige bestemming akkerbouw. Totaal een perceelsoppervlakte van  17.810 m2.  Op  dit perceel bevindt  zich tevens een  schuur, ideaal dus voor het houden van paarden etc.  Het perceel bevindt zich op de kruising Wilmalaan en de Wittekruisweg te Oosterhuizen/ Lieren.  Aanvaarding in overleg.",€ 275.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,,BEEKBERGEN M 2441-BEEKBERGEN M 844,14 ha 2 a 0 ca (geheel perceel)-3 ha 6 a 10 ca (geheel perceel),,,,
,Wolfsdijk,€ 187.880 k.k.,,6718 PB Ede,https://www.fundainbusiness.nl/agrarische-grond/ede/object-43978072-wolfsdijk/?navigateSource=resultlist,2025-06-04 16:42:16,"• Mooi PERCEEL  AGRARISCHE  CULTUURGROND •  Het perceel  is thans in gebruik  als  grasland • Goede ontsluiting, ligging  en bereikbaarheid • Totale  perceeloppervlakte van  maar liefst 1.07.36  ha • Geen bebouwingsmogelijkheden   Bestemming: Bestemmingsplan I omgevingsplan ‘Agrarisch Buitengebied Ede 2012’, gemeente Ede (zie brochure).              Koopovereenkomst: Bij verkoop zal er een standaard NVM koopovereenkomst worden gehanteerd.  In de koopovereenkomst worden onder andere de navolgend …",€ 187.880 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,,EDE E 5514,1 ha 7 a 36 ca (geheel perceel),,,,
,Bosseweg,Prijs op aanvraag,,4261 TC Wijk en Aalburg,https://www.fundainbusiness.nl/agrarische-grond/wijk-en-aalburg/object-89326878-bosseweg/?navigateSource=resultlist,2025-06-04 16:42:22,Bosseweg te Wijk  en  Aalburg totaal  groot ca.  11.98.20 ha  Situering  Het  perceel is gelegen aan de  Bosseweg te Wijk en  Aalburg en  heeft een totale  grootte van circa 11.98.20  hectare.  Kadastrale gegevens  Het geheel is als volgt kadastraal bekend:  Kadastrale gemeente	Sectie  Nummer     Groot           Eenheid    Plaatselijk bekend        Aalburg 	                      D	     324	      02.31.00         	Ha         Nabij Bosseweg        Aalburg	                      D 	     325	      0 …,Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,Zavel,AALBURG D 1873-AALBURG D 326-AALBURG D 325-AALBURG D 324-AALBURG D 327,2 ha 31 a 90 ca (geheel perceel)-2 ha 5 a 70 ca (geheel perceel)-2 ha 16 a 50 ca (geheel perceel)-2 ha 31 a 0 ca (geheel perceel)-3 ha 13 a 10 ca (geheel perceel),,,,
,Vrij,Prijs op aanvraag,,5853 EK Siebengewald,https://www.fundainbusiness.nl/agrarische-grond/siebengewald/object-89242156-vrij/?navigateSource=resultlist,2025-06-04 16:42:25,"Te koop: 1.78.75 hectare cultuurgrond  te  Siebengewald, gelegen  aan de  Vrij.  KADASTRALE GEGEVENS  Het  perceel is kadastraal bekend als: Gemeente Bergen (L),  sectie R, nummer  555  (1.77.50 ha) en  558 (0.01.25 ha).   Bron: Kadaster.  BESTEMMINGSPLAN Het perceel is gelegen in het bestemmingsplan “Buitengebied 2018, 1e herziening” van de gemeente Bergen (L) en heeft de agrarische bestemming.  Bron: Omgevingsloket.  ALGEMEEN - Grondsoort: Lichte zavel - Watertrap: VI =H 40 – 80  L >120 - Op  …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Bouwland,,,BERGEN LIMBURG R 555-BERGEN LIMBURG R 558,1 ha 77 a 50 ca (geheel perceel)-0 ha 1 a 25 ca (geheel perceel),,,,
,Vestjenshoek,€ 99.620 k.k.,,6095 NT Baexem,https://www.fundainbusiness.nl/agrarische-grond/baexem/object-89107250-vestjenshoek/?navigateSource=resultlist,2025-06-04 16:42:31,"Namens verkoper bieden  wij  aan een  perceel agrarische  cultuurgrond, grootte van 01.17.20  ha,  gelegen aan de Vestjenshoek  Baexem.  Het  betreft hier een mooi perceel  aan de  openbare  verharde  weg,  zonder noemenswaardige  belendingen.  Vanwege dat het hier zandgrond betreft, zijn alle teelten mogelijk. Tevens is de kwaliteit van de grond perfect voor bijvoorbeeld aspergeteelt. Achter op het perceel is een gedeelte bestemd als zijnde natuur.  Kadastrale gegevens Het perceel is kadastraa …",€ 99.620 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,,Grasland,,,BAEXEM D 446,1 ha 17 a 20 ca (geheel perceel),,,,
,nabij Overhaelen,Prijs op aanvraag,,6081 ND Haelen,https://www.fundainbusiness.nl/agrarische-grond/haelen/object-89205565-nabij-overhaelen/?navigateSource=resultlist,2025-06-04 16:42:35,"Wij bieden u  een  perceel cultuurgrond  aan welke  is gelegen in een  natuur-  en bosrijk gebied in Haelen.  Het perceel is bereikbaar  middels een  onverharde weg vanuit  ‘Overhaelen’ en 'Houterhof'. Het  perceel is voorzien van een afrastering en leent zich ideaal voor het hobbymatig houden van paarden, rundvee of andere dieren. In het verleden is er o.a. asperges geteeld, in gebruik geweest als weiland voor paarden en later in gebruik genomen voor Kerstbomen.  De omgeving bestaat voornameli …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,1 ha 37 a 60 ca,Bouwland en grasland,1 ha 37 a 60 ca,Zand,HAELEN D 1355,1 ha 37 a 60 ca (geheel perceel),,,,
,Bloemendaalseweg,Prijs op aanvraag,,5768 PX Meijel,https://www.fundainbusiness.nl/agrarische-grond/meijel/object-89205217-bloemendaalseweg/?navigateSource=resultlist,2025-06-04 16:42:40,"Perceel cultuurgrond in  Glastuinbouwontwikkelingsgebied!   Wij  bieden u  een mooi vlak gelegen  perceel  cultuurgrond aan, gelegen aan de  Bloemendaalseweg in Meijel. Het  perceel is  gelegen in het  glastuinbouwontwikkelingsgebied, wat de mogelijkheid  biedt om een zelfstandig glastuinbouwbedrijf te ontwikkelen. Het perceel is goed toegankelijk middels de verharde wegen de Bloemendaalseweg en de Vissersweg. Het perceel is geschikt voor de teelt van diverse soorten akkerbouw- en tuinbouwgewas …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Losse grond,3 ha 13 a 0 ca,Bouwland,3 ha 13 a 0 ca,Zand,MEIJEL D 1981-MEIJEL D 2044-MEIJEL D 2302,2 ha 5 a 35 ca (geheel perceel)-0 ha 32 a 10 ca (geheel perceel)-0 ha 75 a 55 ca (geheel perceel),,,,
,Van Teylingenweg,€ 240.000 k.k.,,3471 GL Kamerik,https://www.fundainbusiness.nl/agrarische-grond/kamerik/object-43978025-van-teylingenweg/?navigateSource=resultlist,2025-06-04 16:42:44,"Te koop: 2  Percelen  cultuurgrond met  een totale  oppervlakte van ca. 3.47.86  ha.  (Kavel 3)  Algemene informatie:  - 2 Percelen cultuurgrond  met een  totale oppervlakte van  ca. 3.47.86 ha -  Gelegen aan de Van Teylingenweg, Kamerik - De grond heeft de bestemming Agrarisch - Kadastraal bekend: Kamerik L 880 gedeeltelijk - Bereikbaar via kavel 1: Van Teylingenweg 204, tenzij er een nieuwe verbinding aangelegd wordt naar de openbare weg.  Verkoop van deze percelen (Kavel 3) zijn onderdeel va …",€ 240.000 k.k.,Log in om te bekijken,Onder bod,In overleg,Losse grond,,Grasland,,Veen,KAMERIK L,3 ha 47 a 86 ca (deelperceel),,,,
,Hooiweg,Verkoop bij inschrijving,,3768 MR Soest,https://www.fundainbusiness.nl/agrarische-grond/soest/object-43808719-hooiweg/?navigateSource=resultlist,2025-06-04 16:42:47,"Te koop   Perceel  cultuurgrond (grasland),  in totaal  groot 3,9015 hectare, gelegen  aan  de Hooiweg in Soest. De  ontwatering is geregeld door  sloten rondom.  De ontsluiting van  het perceel is mogelijk  op 2 plaatsen, beide op de openbare weg.  De verkoop vindt plaats middels een inschrijving.   Kadastrale gegevens: Gemeente Soest, sectie L, nummer 530. Groot 1 ha 30 are en 60 ca.  Gemeente Soest, sectie L, nummer 531. Groot 1 ha 05 are en 30 ca. Gemeente Soest, sectie L, nummer 532. Groot …",Verkoop bij inschrijving,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,3 ha 90 a 15 ca,Grasland,3 ha 90 a 15 ca,Zand,SOEST L 530-SOEST L 531-SOEST L 532-SOEST L 533-SOEST L 579,1 ha 30 a 60 ca (geheel perceel)-1 ha 5 a 30 ca (geheel perceel)-0 ha 49 a 40 ca (geheel perceel)-0 ha 45 a 65 ca (geheel perceel)-0 ha 59 a 20 ca (geheel perceel),,,,
,Provincialeweg,€ 75.000 k.k.,,4031 JM Ingen,https://www.fundainbusiness.nl/agrarische-grond/ingen/object-43401322-provincialeweg/?navigateSource=resultlist,2025-06-04 16:42:52,"Te koop Perceel  cultuurgrond  gelegen op  de hoek  Provincialeweg/Tielseweg Ingen, nabij de  rotonde  Het Zwarte Paard.  Dit perceel is 6.750  m² groot en  grenst  aan de Noord-West  zijde aan de  Mauriksche Wetering.  Momenteel in gebruik als grasland.  De grondsoort is rivierklei.  Rondom het perceel liggen B en C watergangen, de Mauriksche Wetering is een A Watergang.  De waterschapskeur is van toepassing, wat inhoudt dat er een strook grond langs de watergang vrij gehouden moet worden voor …",€ 75.000 k.k.,Log in om te bekijken,Onder bod,In overleg,Losse grond,0 ha 67 a 50 ca,Grasland,0 ha 67 a 50 ca,Klei,INGEN F 459,0 ha 67 a 50 ca (geheel perceel),,,,
,Nabij Heldenseweg,€ 185.762 k.k.,,6086 PD Neer,https://www.fundainbusiness.nl/agrarische-grond/neer/object-89082920-nabij-heldenseweg/?navigateSource=resultlist,2025-06-04 16:42:57,"Namens verkoper bieden  wij  te koop  aan: Een  mooi perceel agrarische cultuurgrond  van  02.12.30 hectare in het buitengebied van Neer, aan  de Heldenseweg.   Het  perceel is rechthoekig  van vorm, er  zijn weinig hoogteverschillen in het perceel en ligt aan een doorgaande openbare verharde weg.  De grondsoort is leemhoudend. De laatste 8 jaar is het perceel als grasland in gebruik en daarmee aangemerkt als blijvend grasland. Heden is het perceel in gebruik gegeven. Echter bij verkoopresultaa …",€ 185.762 k.k.,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,,Grasland,,,NEER J,2 ha 12 a 30 ca (geheel perceel),,,,
,Valkse Engweg,€ 120.000 k.k.,,6741 JD Lunteren,https://www.fundainbusiness.nl/agrarische-grond/lunteren/object-43765441-valkse-engweg/?navigateSource=resultlist,2025-06-04 16:43:00,"In het buitengebied  van  Lunteren is  aan de  Valkse Engweg een royaal  perceel  landbouwgrond te koop. Het perceel  cultuurgrond  (kadastraal  bekend gemeente Ede /  sectie B  / nummer  3705) is gelegen  tussen de plaatsen Lunteren, Barneveld en Wekerom en heeft een grootte van 8.860 m2. Het perceel is goed bereikbaar, bomen zijn gesnoeid, de sloten uitgegraven en het land is geëgaliseerd en opnieuw ingezaaid met gras. De locatie ligt dicht bij het Wekeromsezand en daarom ook uitermate geschi …",€ 120.000 k.k.,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,,Bouwland,,Zand,EDE B 3705,0 ha 88 a 60 ca (geheel perceel),,,,
,Luntersekade,Verkoop bij inschrijving,,6744 PG Ederveen,https://www.fundainbusiness.nl/agrarische-grond/ederveen/object-43975430-luntersekade/?navigateSource=resultlist,2025-06-04 16:43:04,"Namens onze opdrachtgever  mogen  wij u  aanbieden een  PERCEEL CULTUURGROND (momenteel bouwland).  De  grond wordt aangeboden middels  een  (besloten)  vrijwillige verkoop bij inschrijving. De  voorwaarden en  condities  die  voor  deze inschrijving  gelden  leest u terug in de brochure.  Het biedingsformulier, welke te verkrijgen is via ons kantoor, is in te leveren t/m vrijdag 2 mei 2025 tot 17.00 uur bij Midden Nederland Makelaars Barneveld, Kampstraat 32 te Barneveld of per e-mail:  (met o …",Verkoop bij inschrijving,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,2 ha 85 a 60 ca,Bouwland,2 ha 85 a 60 ca,,LUNTEREN C 3800-LUNTEREN C 3555,2 ha 27 a 70 ca (geheel perceel)-0 ha 57 a 90 ca (geheel perceel),,,,
,Pothuizerweg,Prijs op aanvraag,,3998 NC Schalkwijk,https://www.fundainbusiness.nl/agrarische-grond/schalkwijk/object-89266765-pothuizerweg/?navigateSource=resultlist,2025-06-04 16:43:09,"Perceel landbouwgrond aan  de  Pothuizerweg in  Schalkwijk, groot  01.95.40 ha.  OMSCHRIJVING  Het  perceel is gelegen in  het  buitengebied  van Schalkwijk in een open  polderlandschap op  het  ‘Eiland  van  Schalkwijk’. Het  Eiland  van Schalkwijk is gelegen in het zuiden van de gemeente Houten, provincie Utrecht. Deze regio wordt een eiland genoemd vanwege de omliggende wateren: de Lek, het Amsterdam-Rijnkanaal en het Lekkanaal.  GEBRUIK Het huidige gebruik van het perceel is akkerbouwland.  …",Prijs op aanvraag,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Losse grond,1 ha 95 a 40 ca,Bouwland,1 ha 95 a 40 ca,Klei en zavel,HOUTEN K 371,1 ha 95 a 40 ca (geheel perceel),,,,
