listing_id,title,category,price,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden_sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Bouw_Soort_bouw,Bouw_Bouwjaar,Oppervlakten_Oppervlakte,Oppervlakten_Bedrijfshal_oppervlak,Oppervlakten_Kantoor_oppervlak,Oppervlakten_Vrije_hoogte,Oppervlakten_Vrije_overspanning,Oppervlakten_Perceel,Indeling_Aantal_bouwlagen,Indeling_Voorzieningen,Energie_Energielabel,Omgeving_Ligging,Omgeving_Bereikbaarheid,Omgeving_Lokale_voorzieningen,Parkeergelegenheid_Parkeerplaatsen,Overdracht_Huurprijs,Bouw_Mogelijke_functie(s),Oppervlakten_Verkoopvloeroppervlakte,Oppervlakten_Breedte_gevel,Indeling_Woonruimte,Omgeving_Bijdrage_winkeliersvereniging,Omgeving_Welstandsklasse,Overdracht_Servicekosten,Oppervlakten_Terrein_oppervlak,Overname_Personeel,Bouw_Soort_horeca,Indeling_Gelegen_op,Oppervlakten_Draagvermogen,Bouw_Paardenboxen,Oppervlakten_Totale_oppervlakte,Oppervlakten_Huiskavels,Woonruimte_Bedrijfswoningen,Woonruimte_Hoofdwoning,Woonruimte_Inhoud,Woonruimte_Bouwjaar,kadastrale_code,eigendomssituatie,Bouw_Aantal_kalveren,Woonruimte_Bouwperiode,Bouw_Bouwperiode,Overdracht_Oorspronkelijke_huurprijs,Overdracht_Oorspronkelijke_vraagprijs,Parkeergelegenheid_Parkeerkosten,Woonruimte_Energielabel,Bouw_Glasopstanden,Oppervlakten_Veldkavels,Oppervlakten_Type_teelt,Overdracht_Eigendomssituatie,Beleggingsobject_Huurders,Beleggingsobject_Verhuurd,Bouw_Ligboxen,Oppervlakten_Grondsoort,Bouw_Opstallen,Bouw_Rijhallen,Oppervlakten_Uitbreidingsmogelijkheden,Bouw_Loodsen,Bouw_Afrasteringen,Bouw_Bebouwingsmogelijkheid,Bouw_Maximale_bouwhoogte,Bouw_Plaatsen_voor_jongvee,Bouw_Melksysteem,Bouw_Opstanden,Beleggingsobject_Bruto_huuropbrengst,Overname_Bedrijfsovername,Oppervlakten_Type_land,Oppervlakten_Grond_lengte,Oppervlakten_Grond_breedte,Oppervlakten_Drainage,Bouw_Aantal_vleesvarkens,Bouw_Vleesvarkensstallen,Oppervlakten_Bouwkavels,Bouw_Aantal_biggen,Bouw_Biggenstallen,Bouw_Opslagschuren,Bouw_Machineloodsen
43844814,Hoogheuvelstraat 72-A,Kantoor,€ 750 /mnd,5342 VV Oss,https://www.fundainbusiness.nl/kantoor/oss/object-43844814-hoogheuvelstraat-72-a/?navigateSource=resultlist,2025-06-10 12:36:00,Locatie Deze fraaie  zelfstandige  kantoorruimte ligt  in het  zuiden van Oss. Dicht  nabij  de Kantsingel en op enkele minuten van de  A50 (Nijmegen-Eindhoven) en  de A59 (Den Bosch-Oss)  en is  als  zodanig  dus uitstekend bereikbaar.   Object Thans bieden wij deze zelfstandige kantoorruimte van circa 66 m² op de begane grond te huur aan. Het object voorziet in circa 4 à 5 werkplekken met separate spreekkamer/vergaderruimte met glazen schuifwand. Daarnaast is er voorzien in een afgesloten pan …,,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,1993,66 m²,,,,,,1 bouwlaag,,Niet beschikbaar,In woonwijk,"Bushalte op 500 m tot 1000 m, NS Intercitystation op 1500 m tot 2000 m en snelwegafrit op 3000 m tot 4000 m",,6 niet-overdekte parkeerplaatsen,€ 750 per maand,,,,,,,€ 175 per maand (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43743172,Park de Bergsche Maas,Bedrijfshal,€ 233.000 v.o.n.,5158 NJ Heesbeen,https://www.fundainbusiness.nl/bedrijfshal/heesbeen/object-43743172-park-de-bergsche-maas/?navigateSource=resultlist,2025-06-10 12:36:18,"Ondernemen in een  fijne  omgeving   44 riante  bedrijfsunits op loopafstand van  Heusden  Vesting  Op Loopafstand van een van Nederlands  mooiste vestingsteden Heusden  wordt Park de Bergsche  Maas ontwikkeld.  Park  de  Bergsche Maas ligt zeer centraal gelegen ten opzichte van diverse uitvalswegen zoals de A59, A2 en A27. Zo zijn steden als Den-Bosch en Waalwijk in ca. 10 minuten aan te rijden.  Opleveringsniveau:  Er zal worden gebouwd met hoogwaardige materialen en zijn zowel binnen als van …",€ 233.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,Momenteel in aanbouw,156 m²,156 m²,,"6,4 m",13 m,,,"Overheaddeuren, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein,,,2 niet-overdekte parkeerplaatsen,,,,,,,,,,,,,1.000 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43743176,Park de Bergsche Maas,Bedrijfshal,€ 275.000 v.o.n.,5158 NJ Heesbeen,https://www.fundainbusiness.nl/bedrijfshal/heesbeen/object-43743176-park-de-bergsche-maas/?navigateSource=resultlist,2025-06-10 12:36:25,"Ondernemen in een  fijne  omgeving   44 riante  bedrijfsunits op loopafstand van  Heusden  Vesting  Op Loopafstand  van  een  van Nederlands mooiste vestingsteden Heusden  wordt  Park de  Bergsche  Maas  ontwikkeld.  Park de  Bergsche Maas ligt zeer centraal gelegen ten opzichte van diverse uitvalswegen zoals de A59, A2 en A27. Zo zijn steden als Den-Bosch en Waalwijk in ca. 10 minuten aan te rijden.  Opleveringsniveau:  Er zal worden gebouwd met hoogwaardige materialen en zijn zowel binnen als …",€ 275.000 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Nieuwbouw,Momenteel in aanbouw,190 m²,190 m²,,"6,4 m",13 m,,,"Overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet verplicht,Bedrijventerrein,,,2 niet-overdekte parkeerplaatsen,,,,,,,,,,,,,1.000 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43795653,Pater van den Elsenlaan 26-01,Bedrijfshal|Garagebox,€ 179 /mnd,5462 GG Veghel,https://www.fundainbusiness.nl/bedrijfshal/veghel/object-43795653-pater-van-den-elsenlaan-26-01/?navigateSource=resultlist,2025-06-10 12:36:30,"Opslagruimte kopen of  huren  in Veghel  krijgt een  nieuwe dimensie met de  garageboxen  van Boxcomplex. Vanaf nu  kunt  u  een garagebox reserveren om te  kopen  of huren  die  aan  alle  moderne eisen  voldoet.  Bedrijventerrein (Pater vd Elsenlaan) Veghel Veghel is gunstig gelegen aan de A50 op nog geen 20 minuten rijden van Eindhoven, ‘s-Hertogenbosch en Oss. De locatie ligt nabij het centrum waarbij de Noordkade (o.a. Jumbo Foodmarkt) op loopafstand te bereiken is. De boxen worden gereali …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2020,18 m²,18 m²,,,,,,"Overheaddeuren, betonvloer en toilet",Niet verplicht,Bedrijventerrein,,,,€ 179 per maand,Garagebox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89054320,Het Frontier 157,Winkel met showroom,Huurprijs op aanvraag,5245 ED Rosmalen,https://www.fundainbusiness.nl/winkel/rosmalen/object-89054320-het-frontier-157/?navigateSource=resultlist,2025-06-10 12:36:34,"Winkelruimte te huur,  gelegen  in Winkelcentrum  Groote Wielen  te Rosmalen.  Locatie  Het  winkelcentrum is het nieuwe hart van de wijk  De Groote wielen  en gesitueerd tegen de  Groote Wielenplas  met  ca.  8.000 m2 aan commerciële ruimte. De winkels zijn gelegen in het recent geopende winkelcentrum De Groote Wielen, met hoge mate van zichtbaarheid en gemakkelijke toegang. Naast diverse lokale ondernemers zijn hier Albert Heijn, PLUS, Gall&Gall, Primera en Etos gevestigd.  Vloeroppervlak Win …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,2024,97 m²,,,,,,1 bouwlaag,,Niet verplicht,,,,,Huurprijs op aanvraag,,97 m²,7 m,,Nee,,€ 5 per vierkante meter per jaar (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42324000,Wagnerplein 10,Winkel,Prijs op aanvraag,5011 LP Tilburg,https://www.fundainbusiness.nl/winkel/tilburg/object-42324000-wagnerplein-10/?navigateSource=resultlist,2025-06-10 12:36:38,ZEER PROMINENT GELEGEN  WINKELRUIMTE  IN WINKELCENTRUM  WAGNERPLEIN.   OPPERVLAKTE Winkelruimte totaal:	 	  ca.  268 m² VVO  ALGEMEEN Winkelcentrum Wagnerplein in  stadsdeel ‘Tilburg-Noord’ is  de laatste jaren volledig  vernieuwd. Het  is  een  druk bezocht overdekt winkelcentrum met een frisse uitstraling. Naast de vernieuwing van het winkelcentrum zijn ook de openbare ruimtes rondom opnieuw ingericht en zijn er een aanzienlijk aantal woningen gebouwd. Het hele gebeid heeft een belangrijke kw …,Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,,268 m²,,,,,268 m²,1 bouwlaag,,Niet beschikbaar,Winkelcentrum en overdekt winkelcentrum,,,,,,268 m²,25 m,,Ja,A1,,,,,,,,,,,,,,,,,,1971-1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274361,Zandhoek 21-a,Kantoor,Huurprijs op aanvraag,5427 PJ Boekel,https://www.fundainbusiness.nl/kantoor/boekel/object-42274361-zandhoek-21-a/?navigateSource=resultlist,2025-06-10 12:36:42,"Te huur Ontdek  nu  deze nieuwe  commerciële multifunctionele  ruimtes. Gelegen in een  gloednieuw  pand, bieden wij representatieve, moderne en veelzijdige commerciële  ruimtes die perfect  afgestemd kunnen worden op  uw zakelijke  behoeften.  Samen  met de verhuurder kunt u het pand volledig naar uw eigen wensen laten inrichten. Het pand strekt zich over twee verdiepingen en kan in zijn geheel worden gehuurd of in units variërend van 25 m² tot 225 m². Het pand is voorzien van een pantry en to …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,Na 2020,255 m² (in units vanaf 25 m²),,,,,,2 bouwlagen,Toilet en pantry,Niet beschikbaar,Landelijk gebied,"Bushalte op minder dan 500 m, NS Intercitystation op 5000 m of meer en snelwegafrit op 5000 m of meer",,,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42067821,Ginnekenstraat 42,Winkel met showroom,€ 39.500 /jr,4811 JH Breda,https://www.fundainbusiness.nl/winkel/breda/object-42067821-ginnekenstraat-42/?navigateSource=resultlist,2025-06-10 12:36:47,"Omgevingsfactoren De Ginnekenstraat  is  één van  de meest  aantrekkelijke winkellocaties in de  regio  West-Brabant en maakt onderdeel  uit  van  de hoofdwinkelas Ginnekenstraat - Eindstraat  -  Karrestraat. In  de  directe  nabijheid  zijn onder  meer HEMA, Open32, H&M en Snipes gevestigd.  LOCATIE  Bereikbaarheid Het centrum van Breda is - vanzelfsprekend - goed bereikbaar met de auto. Daarnaast zijn in de directe omgeving voldoende bushaltes aanwezig, waardoor het pand eenvoudig te bereiken …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,1900,165 m²,,,,,,2 bouwlagen,,Niet beschikbaar,Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, NS Intercitystation op 1000 m tot 1500 m en snelwegafrit op 4000 m tot 5000 m",,,€ 39.500 per jaar,,71 m²,"3,7 m",,Nee,A1,,,,,,,,,,,,,,,,,,,€ 47.000 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40280188,Hinthamerstraat 54,Winkel,Huurprijs op aanvraag,5211 MR Den Bosch,https://www.fundainbusiness.nl/winkel/den-bosch/object-40280188-hinthamerstraat-54/?navigateSource=resultlist,2025-06-10 12:36:51,"Locatie Onderhavige winkelruimte  is  gelegen aan  de Hinthamerstraat,  een absolute A1-locatie met  tal  van bekende formules als  Kruidvat,  Ici  Paris XL, Vitamin Store, Omoda,  Amac  en Flying  Tiger.  De  Hinthamerstraat  is een  aanloopstraat naar de Markt van Den Bosch. Het winkelende publiek weet deze straat dagelijks te vinden, wat bijdraagt aan het gunstige vestigingsklimaat. Rondom dit gebied zijn tevens tal van betaalde parkeermogelijkheden en op- en afstapplaatsen van het OV gesitu …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Winkel,Bestaande bouw,1894,1.173 m² (in units vanaf 50 m²),,,,,,2 bouwlagen,,A,Stadscentrum/dorpskern,,,,Huurprijs op aanvraag,,764 m²,"13,5 m",,Nee,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49146760,Rooijakkersstraat 2,Kantoor,€ 35.000 /jr,5652 BB Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-49146760-rooijakkersstraat-2/?navigateSource=resultlist,2025-06-10 12:36:55,"Rooijakkersstraat 2 te  Eindhoven   ca.  259 m2  kantoor met 10 parkeerplaatsen    TE HUUR € 35.000,00 per  jaar  Omschrijving object   Algemeen  Het betreft  de 1e  etage van  een  zeer speels, instapklaar rond kantoorgebouw met 10 parkeerplaatsen op het bijbehorende afgesloten parkeerterrein.   Bouwlaag	 Omschrijving	                        Oppervlakte	 1e etage	 open vloer met enkele kamers	ca.   259 m²  Locatie Bereikbaarheid Per auto Het bedrijventerrein “De Hurk” is direct gelegen aan de  …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,,259 m²,,,,,4.747 m²,1 bouwlaag,"Airconditioning, mechanische ventilatie, te openen ramen, systeemplafond, toilet, pantry, verwarming en kamerindeling",A,Bedrijventerrein,Bushalte op minder dan 500 m en snelwegafrit op 500 m tot 1000 m,,10 niet-overdekte parkeerplaatsen,€ 35.000 per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,1991-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43957118,Sluisstraat 16,Kantoor,€ 1.095 /mnd,5462 CB Veghel,https://www.fundainbusiness.nl/kantoor/veghel/object-43957118-sluisstraat-16/?navigateSource=resultlist,2025-06-10 12:36:59,"Centraal gelegen bedrijfsruimte  aan  de invalsweg  van Veghel-Centrum  – ideaal voor dienstverlening!    Op zoek naar een representatieve  bedrijfsruimte op een strategische  locatie? Deze  commerciële ruimte  van circa  104 m²  ligt  direct aan de rand van het centrum van Veghel, aan een belangrijke invalsweg met uitstekende verbindingen naar de A50 en provinciale wegen. De omgeving kenmerkt zich door een mix van wonen en commerciële activiteiten, met een sterke focus op dienstverlening. Dank …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,1998,104 m²,,,,,,1 bouwlaag,"Airconditioning, inbouwarmaturen, systeemplafond, toilet, pantry, verwarming en kamerindeling",A++,Stadscentrum/dorpskern,Bushalte op minder dan 500 m en snelwegafrit op 2000 m tot 3000 m,,,€ 1.095 per maand,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89204077,Rhijnkant 11,Bedrijfshal,Prijs op aanvraag,5056 JH Berkel-Enschot,https://www.fundainbusiness.nl/bedrijfshal/berkel-enschot/object-89204077-rhijnkant-11/?navigateSource=resultlist,2025-06-10 12:37:02,"NIEUWBOUW UNITS TE  KOOP   RHIJNKANT  11 -  BERKEL-ENSCHOT  Elke ondernemer  zal  het beamen: een fijne uitvalsbasis voor je bedrijf  op de juiste  locatie maakt het ondernemen  een stuk  aangenamer.  Hier  hebt u plek voor uw voorraad én uw administratie, ontvangt u uw klanten in stijl en heeft u de mogelijkheid om uw werkplaats geheel naar eigen wens in te richten. Een duurzame, goed uitgeruste werkruimte werkt prettig en efficiënt. Bij Businesspark Berkel-Enschot vindt u 30 functionele bedri …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,Momenteel in aanbouw,130 m² (in units vanaf 117 m²),130 m²,,,,3.980 m²,,Overheaddeuren en betonvloer,Niet beschikbaar,Bedrijventerrein,,,,,,,,,,,,,,,,1.000 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43815256,Spaubeekstraat 95-41,Bedrijfshal,€ 1.000 /mnd,5035 JV Tilburg,https://www.fundainbusiness.nl/bedrijfshal/tilburg/object-43815256-spaubeekstraat-95-41/?navigateSource=resultlist,2025-06-10 12:37:06,ALGEMEEN Multifunctionele bedrijfsruimte  met  kantoorruimte gelegen  in een  bedrijfsverzamelgebouw van het ‘Uniekbox’  concept.  Het object bestaat uit een  bedrijfsruimte  in  combinatie met kantoorruimte op  de  verdieping.  Het verzamelgebouw is energieneutraal.   LOCATIE	 Het object is gelegen in een zeer recent ontwikkeld gebied aan de Spaubeekstraat en is uitstekend bereikbaar gezien de ligging nabij diverse invalswegen. Zo vindt u via de Bredaseweg en de N260 (Ring Tilburg) eenvoudig u …,,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2021,90 m² (in units vanaf 45 m²),45 m²,45 m²,"3,8 m",5 m,,2 bouwlagen,"Overheaddeuren, krachtstroom, betonvloer, toilet, pantry en te openen ramen",Niet verplicht,In woonwijk,,,,€ 1.000 per maand,,,,,,,€ 192 per maand (21% BTW van toepassing),,,,,1.250 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43806748,Romeinenweg 48,Bedrijfshal,€ 1.400 /mnd,5349 AL Oss,https://www.fundainbusiness.nl/bedrijfshal/oss/object-43806748-romeinenweg-48/?navigateSource=resultlist,2025-06-10 12:37:12,"Locatie Onderhavig object  is  gelegen op  bedrijventerrein Landweer  aan de noordzijde van  Oss.  Door de goede ligging  aan  de  nagenoeg directe aansluiting op de  A50  en A59,  is  het  object  makkelijk te  bereiken.   Object Deze bedrijfsruimte is modern en functioneel van opzet en heeft een verhuurbaar vloeroppervlak van circa 170 m², inclusief een modern en keurig afgewerkt kantoor van circa 15 m² met daarboven circa 15 m² verdiepingsvloer welke toegankelijk is via een stalen trap. De b …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2000,170 m²,170 m²,,6 m,,,,"Lichtstraten, overheaddeuren, krachtstroom, betonvloer, toilet en pantry",Niet beschikbaar,Bedrijventerrein,"Bushalte op 2000 m tot 3000 m, NS Intercitystation op 2000 m tot 3000 m en snelwegafrit op 2000 m tot 3000 m",,,€ 1.400 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43899961,Nieuwe Bredase Baan 14-F,Bedrijfshal|Belegging|Kantoor,€ 602.910 v.o.n.,4825 BP Breda,https://www.fundainbusiness.nl/bedrijfshal/breda/object-43899961-nieuwe-bredase-baan-14-f/?navigateSource=resultlist,2025-06-10 12:37:15,"BINNENKORT OPGELEVERD!   Aan  de noordkant  van Breda,  op een prominente zichtlocatie  langs  de Terheijdenseweg (N285), worden 37  moderne casco bedrijfsunits gerealiseerd  aan de  Nieuwe Bredase  Baan. De  units maken  deel  uit van drie bedrijfsgebouwen en zijn geschikt voor diverse doeleinden.  Elke unit beschikt over een bedrijfshal/showroom met een elektrische overheaddeur, een aparte toegangsdeur en meerdere raampartijen. Daarnaast is er standaard een betonnen verdiepingsvloer op de eer …",€ 602.910 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Nieuwbouw,2024,415 m²,415 m²,,"4,3 m",11 m,362 m²,,"Overheaddeuren, krachtstroom en betonvloer",A+++,Bedrijventerrein en kantorenpark,,,4 niet-overdekte parkeerplaatsen,,Belegging en kantoorruimte,,,,,,,153 m²,,,,1.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,415 m²,,,,,,,,,,,,,€ 1 per jaar (21% BTW van toepassing),,,,,,,,,,,,
43899831,Nieuwe Bredase Baan 14-D,Bedrijfshal|Belegging|Kantoor,€ 602.910 v.o.n.,4825 BP Breda,https://www.fundainbusiness.nl/bedrijfshal/breda/object-43899831-nieuwe-bredase-baan-14-d/?navigateSource=resultlist,2025-06-10 12:37:36,"Aan de noordkant  van  Breda, op  een prominente  zichtlocatie langs de Terheijdenseweg  (N285),  worden 37 moderne casco bedrijfsunits  gerealiseerd aan de Nieuwe  Bredase Baan.  De units  maken deel  uit van  drie  bedrijfsgebouwen en zijn geschikt voor diverse doeleinden.  Elke unit beschikt over een bedrijfshal/showroom met een elektrische overheaddeur, een aparte toegangsdeur en meerdere raampartijen. Daarnaast is er standaard een betonnen verdiepingsvloer op de eerste verdieping, ideaal v …",€ 602.910 vrij op naam,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,Momenteel in aanbouw,415 m²,415 m²,,"4,3 m",11 m,362 m²,,"Overheaddeuren, krachtstroom en betonvloer",A+++,Bedrijventerrein en kantorenpark,,,4 niet-overdekte parkeerplaatsen,,Belegging en kantoorruimte,,,,,,,153 m²,,,,1.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,415 m²,,,,,,,,,,,,,€ 1 per jaar (21% BTW van toepassing),,,,,,,,,,,,
43740746,Industrielaan 77,Bedrijfshal,€ 249.500 k.k.,5349 AE Oss,https://www.fundainbusiness.nl/bedrijfshal/oss/object-43740746-industrielaan-77/?navigateSource=resultlist,2025-06-10 12:37:40,"Locatie Op bedrijventerrein  Moleneind,  hoek Industrielaan/Kantsingel,  een prachtige  zichtlocatie dus, is inmiddels  gestart  met de realisatie van dit  moderne  en  representatieve bedrijfsverzamelgebouw. Er worden  vijftien  units  gerealiseerd en deze worden individueel  te koop aangeboden. Door de ontsluiting via de Kantsingel en daarna Julianasingel, die aansluit op de N329 (Weg van de Toekomst), bent u binnen enkele autominuten op de A50 (verbinding Nijmegen-Eindhoven) en de A59 (verbi …",€ 249.500 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2025,381 m² (in units vanaf 66 m²),194 m²,187 m²,,,2.685 m²,1 bouwlaag,,Niet verplicht,Bedrijventerrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 245.000 vrij op naam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43540106,Stationsweg,Kantoor|Winkel,Huurprijs op aanvraag,5611 BZ Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-43540106-stationsweg/?navigateSource=resultlist,2025-06-10 12:37:44,"EDGE EINDHOVEN -  WHERE  PATHWAYS MEET  Na talloze  award-winning projecten zoals Valley  in  Amsterdam, Edge East Side  in  Berlijn  en Edge London Bridge in  Londen,  brengt Edge  met  EDGE  Eindhoven  een hoogwaardig  kantoor naar de innovatieve stad van het licht. Edge kijkt verder dan certificeringen. Het draait het om het stimuleren van een gevoel van verbondenheid en gezelligheid in het gebouw. Duurzaamheid en gezondheid staan verder centraal.  Of je nu een zakelijke powerhouse bent, een …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,Momenteel in aanbouw,25.000 m² (in units vanaf 664 m²),,,,,,11 bouwlagen,,A,Stationslocatie,,,200 overdekte parkeerplaatsen,Huurprijs op aanvraag,Winkelruimte,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,"Vanaf € 2.300,- per parkeerplaats per jaar (21% BTW van toepassing)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41607607,High Tech Campus 10,Kantoorruimte,Huurprijs op aanvraag,5656 AE Eindhoven,https://www.fundainbusiness.nl/kantoor/eindhoven/object-41607607-high-tech-campus-10/?navigateSource=resultlist,2025-06-10 12:37:47,High Tech Campus  10   Mu  - groeien  in R&D: New Energy  &  Lifescience/tech TWICE biedt met haar  locaties  een  bijzonder stimulerende omgeving voor  jonge  innovatieve  technologiebedrijven en biedt next generation  high tech bedrijven ruimte om sneller te groeien: ‘building high tech success’. In vijf thematisch gebundelde huisvestingsformules. Strategisch gepositioneerd in het hart van de absolute high tech hotspots in de Brainport regio: Technische Universiteit Eindhoven en High Tech Cam …,,Log in om te bekijken,Beschikbaar,In overleg,Kantoorruimte,Bestaande bouw,2013,500 m² (in units vanaf 25 m²),,,,,,2 bouwlagen,,A,,,,,Huurprijs op aanvraag,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40197073,Helmondseweg 111,Garagebox,€ 179 /mnd,5751 PH Deurne,https://www.fundainbusiness.nl/garagebox/deurne/object-40197073-helmondseweg-111/?navigateSource=resultlist,2025-06-10 12:37:51,"Boxcomplex Deurne -  Helmondseweg  111 te  Deurne   Bent u op zoek  naar  bedrijfsruimte, opslagruimte of hobbyruimte?  Boxcomplex  Deurne  biedt u dé ideale oplossing!  Op  toplocatie in  Deurne  realiseert  Boxcomplex  54 multifunctionele  garageboxen, die aan alle moderne eisen voldoen. De units variëren van 18 tot 36 m2 en zijn zeer aantrekkelijk geprijsd! U huurt al een garagebox vanaf € 179,- per maand.  De multifunctionele bedrijfsunits van Boxcomplex worden opgeleverd als complete bedri …",,Log in om te bekijken,Beschikbaar,In overleg,Garagebox,Bestaande bouw,2019,18 m²,,,,,8.173 m²,,,Niet verplicht,Bedrijventerrein,,,,€ 179 per maand,,,,,,,€ 13 per maand,,,,,,,,,,,,,,,,,,€ 155 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43836882,Heuvelstraat 109,Winkel,€ 35.000 /jr,5038 AD Tilburg,https://www.fundainbusiness.nl/winkel/tilburg/object-43836882-heuvelstraat-109/?navigateSource=resultlist,2025-06-10 12:37:55,"ALGEMEEN Het Tilburgse  kernwinkelgebied  bruist! Om  Tilburg verder  op de kaart te  zetten  als retailstad is fors geïnvesteerd  in  een  nieuw ‘winkelrondje’ aan de  zuidkant  van  het kernwinkelgebied, nabij het stadhuis  en de Emmapassage. Er zijn twee nieuwe winkelstraten ontstaan waardoor er diverse nieuwe winkelketens in Tilburg zijn neergestreken.   LOCATIE Het object is gelegen op de hoek van de Heuvelstraat en de Langestraat tegenover de Oude Markt. De Heuvelstraat is nog steeds de b …",,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,,110 m²,,,,,,2 bouwlagen,,Niet beschikbaar,Stadscentrum/dorpskern,,,,€ 35.000 per jaar,,70 m²,19 m,,Nee,A2,,,,,,,,,,,,,,,,,,1906-1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
