listing_id,title,category,price,location,url,initial_scraped_date,description,Overdracht_Huurprijs,Overdracht_Servicekosten,Overdracht_Aangeboden_sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Bouw_Soort_bouw,Bouw_Bouwperiode,Oppervlakten_Oppervlakte,Indeling_Aantal_bouwlagen,Indeling_Voorzieningen,Energie_Energielabel,Omgeving_Ligging,Omgeving_Bereikbaarheid,Overdracht_Vraagprijs,Bouw_Bouwjaar,Oppervlakten_Perceel,Parkeergelegenheid_Parkeerplaatsen,Overdracht_Oorspronkelijke_huurprijs,Oppervlakten_Bedrijfshal_oppervlak,Oppervlakten_Kantoor_oppervlak,Parkeergelegenheid_Parkeerkosten,Oppervlakten_Verkoopvloeroppervlakte,Oppervlakten_Breedte_gevel,Omgeving_Bijdrage_winkeliersvereniging,Omgeving_Welstandsklasse,Bouw_Mogelijke_functie(s),Omgeving_Lokale_voorzieningen,Overdracht_Eigendomssituatie,Beleggingsobject_Bruto_huuropbrengst,Beleggingsobject_Huurders,Beleggingsobject_Verhuurd,Oppervlakten_Terrein_oppervlak,Oppervlakten_Draagvermogen,Overdracht_Oorspronkelijke_vraagprijs
89399019,'t Dorp 108,Kantoor,€ 850 /mnd,5384 MD Heesch,https://www.fundainbusiness.nl/kantoor/heesch/object-89399019-t-dorp-108/?navigateSource=resultlist,2025-06-11 11:48:29,"Op zoek naar  een  splinternieuwe kantoor-/praktijk-/bedrijfsruimte  van ruim  60 m², gelegen op  een  A-locatie ? Dan is 't  Dorp  108  te Heesch de nieuwe  locatie  voor  je bedrijf. De bestemming is  dienstverlening/detailhandel. Via de gezamenlijke entree met toilet is de ruimte te bereiken. Deze wordt casco opgeleverd, is voorzien van vloerverwarming en voorbereid voor een pantry.   't Dorp is de belangrijkste weg van het levendige Heesch. Een bruisend dorp met veel grotere winkelketens, s …",€ 850 per maand,Geen servicekosten bekend,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,,60 m²,1 bouwlaag,Toilet,Niet beschikbaar,Winkelcentrum en in woonwijk,,,1958,875 m²,,,,,,,,,,,,,,,,,,
89364796,Nieuwstraat 1,Bedrijfshal,€ 1.800 /mnd,5384 TC Heesch,https://www.fundainbusiness.nl/bedrijfshal/heesch/object-89364796-nieuwstraat-1/?navigateSource=resultlist,2025-06-11 11:48:33,"Modern pand |  Uitstekend  geïsoleerd   ALGEMENE INFORMATIE   Dit moderne bedrijfspand  uit  2020 is gelegen op een  uitstekende  locatie  aan de Nieuwstraat 1,  op  bedrijventerrein  ‘De Beemd’ in Heesch. Het  betreft de helft van een solitair bedrijfspand met eigen entree en kantoorruimte. Het pand is volledig geïsoleerd, voorzien van een representatieve staalplaten gevelbekleding en aluminium kozijnen met dubbel glas. Dankzij de moderne uitstraling en functionele indeling is het geschikt voo …",€ 1.800 per maand,,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,,165 m²,,,"D 1,31",Bedrijventerrein,Snelwegafrit op 500 m tot 1000 m,,2020,,5 niet-overdekte parkeerplaatsen,,165 m²,,,,,,,,,,,,,,,
43889359,Kerkstraat 2,Winkel,€ 1.250 /mnd,5341 BK Oss,https://www.fundainbusiness.nl/winkel/oss/object-43889359-kerkstraat-2/?navigateSource=resultlist,2025-06-11 11:48:37,"Locatie Onderhavige winkelruimte  is  gelegen in  één van  de leukere winkelstraatjes in  het  kernwinkelgebied van Oss en op  enkele  meters  afstand van de drukste  winkelstraat,  De  Heuvel. Hier bevinden zich lokale  en sfeervolle ambachtelijke ondernemers zoals juwelier Marijnissen, The Guitar Factory, Opera Men en Parfumerie/Salon Marcel. Aan de Heuvelstraat/De Heuvel, dé winkelstraat van Oss, zijn onder andere ICI Paris, Jeans Centre, Holland & Barrett, Hunkemöller, Etos en Kruidvat geve …",€ 1.250 per maand,,Log in om te bekijken,Beschikbaar,In overleg,Winkel,Bestaande bouw,,120 m²,1 bouwlaag,,Niet beschikbaar,Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, NS Intercitystation op 1500 m tot 2000 m en snelwegafrit op 4000 m tot 5000 m",,1955,130 m²,,,,,,120 m²,"5,5 m",Nee,B1,,,,,,,,,
43828971,"Van Rijckevorselweg, Vinkel (Gem. Den Bosch)",,,,https://www.fundainbusiness.nl/agrarische-grond/vinkel-gem-den-bosch/object-43828971-van-rijckevorselweg/?navigateSource=resultlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43811028,Nieuwe Erven 37,Bedrijfshal,Prijs n.o.t.k.,5384 TA Heesch,https://www.fundainbusiness.nl/bedrijfshal/heesch/object-43811028-nieuwe-erven-37/?navigateSource=resultlist,2025-06-11 11:48:42,"Te Huur: Bedrijfsruimte  aan  de Nieuwe  Erven 37  te Heesch  Deze  zelfstandige  bedrijfsruimte, gebouwd in 2002, is  dé  ideale  investering voor opslag of  kleinschalige  bedrijfsactiviteiten.  Met een royale oppervlakte van  ca. 350 m² en een volledig overspannen ruimte zonder palen, biedt dit object optimale mogelijkheden voor diverse toepassingen.   Oppervlaktes:  Bedrijfshal: ca. 350 m2 Perceelsgrootte: 9.355 m2  Uitgebreide kenmerken:  + Voorzieningen: De bedrijfshal beschikt over een o …",Huurprijs nader overeen te komen,,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,,350 m²,,"Overheaddeuren, toilet en pantry",A,In woonwijk,"Bushalte op 1000 m tot 1500 m, NS Intercitystation op 5000 m of meer en snelwegafrit op 1500 m tot 2000 m",,2010,9.355 m²,,,350 m²,,,,,,,,,,,,,,,
87441256,Burgwal 4-30,Winkel met showroom|Kantoor,€ 850 /mnd,5341 CR Oss,https://www.fundainbusiness.nl/winkel/oss/object-87441256-burgwal-4-30/?navigateSource=resultlist,2025-06-11 11:48:46,"BURGWAL 4-30 te  Oss   Nu  beschikbaar: Burgwal  12  Deze commerciële  ruimte  is gelegen direct aan het  kernwinkelgebied  van  Oss. Per auto is  de  locatie  zeer goed bereikbaar met parkeerplaatsen  recht voor de winkel.  De directe omgeving kenmerkt zich door haar diversiteit aan speciaal zaken en landelijke ketens.   Begane grond: ca 70 m²  Kelder : ca 70 m²  De huurprijs voor een oppervlakte van ca 70 m² begane grond en ca 70 m² kelder is € 850,- per maand excl BTW.  Opleveringsniveau  •  …",€ 850 per maand,€ 100 per maand (21% BTW van toepassing),Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,1971-1980,70 m²,1 bouwlaag,,Niet beschikbaar,,,,,,,€ 125 per vierkante meter per jaar,,,,70 m²,5 m,Nee,B1,Kantoorruimte,,,,,,,,
89851359,Walplein 15,Winkel met showroom,Huurprijs op aanvraag,5341 EC Oss,https://www.fundainbusiness.nl/winkel/oss/object-89851359-walplein-15/?navigateSource=resultlist,2025-06-11 11:48:51,"Winkelruimte te huur,  gelegen  op een  A1 locatie  in het centrum van  Oss.   Locatie Deze winkelruimte is  gelegen  op  een A1 locatie in  het  hart  van het kernwinkelgebied van Oss.  Het object ligt te midden van toonaangevende retailers zoals Ziengs, Hema en Eye Wish Opticiens. Tevens gesitueerd schuin tegenover de Wal Kwartier ontwikkeling welke momenteel in aanbouw is.  Vloeroppervlak Ca. 56 m² BVO begane grond.  Frontbreedte Ca. 5 meter.  Bestemming Detailhandel. Informatie inzake gebru …",Huurprijs op aanvraag,,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,,56 m²,1 bouwlaag,,Niet beschikbaar,,,,1926,,,,,,,56 m²,5 m,Nee,A1,,,,,,,,,
42177620,Het Zuiderkruis 33,Kantoor,Huurprijs op aanvraag,5215 MV Den Bosch,https://www.fundainbusiness.nl/kantoor/den-bosch/object-42177620-het-zuiderkruis-33/?navigateSource=resultlist,2025-06-11 11:48:54,"TE HUUR Het  Zuiderkruis  33 |  's-Hertogenbosch   OMSCHRIJVING OBJECT Deze blikvanger  is  gelegen op bedrijventerrein De Brand  te ’s-Hertogenbosch. Het kantoorgebouw  bestaat uit  vier bouwlagen  en heeft  een totale  vloeroppervlakte  van circa 3.681 m². Voor de verhuur is er circa 678 m² kantoorruimte beschikbaar, gelegen op de derde verdieping. Het betreft het penthouse met een wijds uitzicht en een turn-key inbouwpakket.  LOCATIE Het kantoorgebouw is uitstekend gelegen op steenworp afsta …",Huurprijs op aanvraag,€ 48 per vierkante meter per jaar (21% BTW van toepassing),Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,,678 m²,1 bouwlaag,"Liften, kabelgoten, systeemplafond en pantry",A,,,,2001,,,,,,,,,,,,,,,,,,,
43541208,Walstraat 50,Winkel met showroom,€ 1.500 /mnd,5341 CK Oss,https://www.fundainbusiness.nl/winkel/oss/object-43541208-walstraat-50/?navigateSource=resultlist,2025-06-11 11:48:59,"Bent u op  zoek  naar de  perfecte locatie  voor uw winkel of  horecaonderneming?  Wij bieden u een unieke  kans  om  een pand te verwerven  in  het  bruisende stadscentrum van Oss. Dit  veelbelovende winkel-/horecapand van 108 m2 is strategisch gelegen en heeft een aantrekkelijke frontbreedte van 4.23 m waardoor uw zaak geniet van optimale zichtbaarheid.   Gelegen in het bruisende stadscentrum, omarmt het pand de levendige energie van Oss, waar cultuur, winkelen en gastronomie samenkomen. Gren …",€ 1.500 per maand,,Log in om te bekijken,Onder optie,In overleg,Winkel met showroom,Bestaande bouw,,108 m²,1 bouwlaag,,"A 0,89",Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, busknooppunt op 500 m tot 1000 m en NS Intercitystation op 500 m tot 1000 m",,1980,295 m²,,,,,,108 m²,"4,2 m",Nee,B1,,,,,,,,,
42899150,"Vinkenveld 6, Rosmalen",,,,https://www.fundainbusiness.nl/bedrijfshal/rosmalen/object-42899150-vinkenveld-6/?navigateSource=resultlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43818907,Kromstraat 77,Bedrijfshal,€ 1.285 /mnd,5345 AB Oss,https://www.fundainbusiness.nl/bedrijfshal/oss/object-43818907-kromstraat-77/?navigateSource=resultlist,2025-06-11 11:49:03,"Dit ruime en  functionele  bedrijfspand, bestaande  uit een  apart voor- en achtergedeelte,  biedt  talloze mogelijkheden voor uiteenlopende  bedrijfsactiviteiten.  De  mogelijkheden voor inrichting en gebruik  zijn  legio. Qua  afmetingen  en  faciliteiten  laat de  bedrijfsruimte veel toe.  De zichtlocatie aan een drukke doorgangsweg richting het stadscentrum zorgt voor veel passanten. De opvallende glasgevel met openslaande deuren biedt bovendien uitstekende mogelijkheden voor een uitnodigen …",€ 1.285 per maand,,Log in om te bekijken,Onder optie,In overleg,Bedrijfshal,Bestaande bouw,,174 m²,,Toilet en pantry,D,In woonwijk,"Bushalte op 500 m tot 1000 m, NS Intercitystation op 500 m tot 1000 m en snelwegafrit op 3000 m tot 4000 m",,1930,257 m²,,,174 m²,,,,,,,,,,,,,,,
43757029,Pastoor Roesweg 45,Toerisme & dagrecreatie,€ 450.000 k.k.,5398 HZ Maren-Kessel,https://www.fundainbusiness.nl/toerisme-dagrecreatie/maren-kessel/object-43757029-pastoor-roesweg-45/?navigateSource=resultlist,2025-06-11 11:49:07,"Pastoor Roesweg 45  -  Maren Kessel   Ben  jij op zoek naar  de  ideale locatie voor jouw paardenpassie?  Deze  unieke  manege, gelegen in een  open  gebied,  biedt alles wat u nodig  heeft voor een bloeiende stal en een gezellige ontmoetingsplek. Deze manege ligt op een vrije weidse locatie. Het pand biedt plek aan 2 binnenbakken, een kantine, een keuken, een kantoor, diverse toiletten enz.  In de entree wordt u verwelkomt door een toepasselijke tekening van een steigerend paard. Vanuit deze e …",,,Log in om te bekijken,Onder optie,In overleg,Toerisme & dagrecreatie,Bestaande bouw,,,,,Niet beschikbaar,Landelijk gebied,,€ 450.000 kosten koper,1992,6.165 m²,,,,,,,,,,,,,,,,,,
43643394,Vinkelsestraat 5,Bedrijfshal,€ 825.000 k.k.,5384 SB Heesch,https://www.fundainbusiness.nl/bedrijfshal/heesch/object-43643394-vinkelsestraat-5/?navigateSource=resultlist,2025-06-11 11:49:29,Heesch - Vinkelsestraat  5    Royale  vrijstaande bedrijfswoning  met vrijstaande garage en  achtergelegen  bedrijfsruimtes. Handig is de uitrit  aan  de  Vinkelsestraat en de om  de  hoek  gelegen 2e uitrit met toegang  naar extra oprit en bedrijfsruimte. (Hierdoor is er ook eenvoudig een gedeelte te verhuren). Gelegen aan de rand van de bebouwde kom van Heesch met een combinatie van wonen en werken en op korte afstand van voorzieningen en ontsluitingswegen (A50/ A59).  Bij aankomst bij de won …,,,Log in om te bekijken,Verkocht onder voorbehoud,In overleg,Bedrijfshal,Bestaande bouw,,488 m²,1 bouwlaag,"Krachtstroom, betonvloer, heater, toilet en pantry",A,,,€ 825.000 kosten koper,1971,1.184 m²,,,380 m²,108 m²,,,,,,,,,,,,500 m²,,
43852256,Nieuwe Erven 41,Bedrijfshal,€ 1.150 /mnd,5384 TA Heesch,https://www.fundainbusiness.nl/bedrijfshal/heesch/object-43852256-nieuwe-erven-41/?navigateSource=resultlist,2025-06-11 11:49:33,Zelfstandige bedrijfsruimte uitermate  geschikt  als opslag-  of magazijnruimte.  Het object bestaat uit  een  geheel zelfstandig gedeelte van een  loods; 1 grote ruimte  van ca  400 m2  opslagruimte. Binnen  de loods  van  400 m2 is ook een apart klein gedeelte gemaakt wat afgesloten kan worden en bijvoorbeeld gebruikt kan worden als bijvoorbeeld kantoor/ kantine.     De loods is voorzien van grote schuifdeuren en een loopdeur.  De locatie staat plaatselijk bekend als Nieuwe Erven 41 te Heesch …,€ 1.150 per maand,,Log in om te bekijken,Verhuurd onder voorbehoud,Per direct beschikbaar,Bedrijfshal,Bestaande bouw,1981-1990,400 m²,,,Niet beschikbaar,Bedrijventerrein,,,,,,,400 m²,,,,,,,,,,,,,,,
